gene_family,representative,num_genomes
GF_00000,GCA_003609755.1|BBD53839.1,119
GF_00525,GCF_000316625.1|WP_015114046.1,41
GF_00526,GCF_000316625.1|WP_015114335.1,51
GF_00527,GCF_000316625.1|WP_015114403.1,60
GF_00528,GCF_000316625.1|WP_015114599.1,87
GF_00529,GCF_000316625.1|WP_015115075.1,55
GF_00530,GCF_000316625.1|WP_015115542.1,48
GF_00531,GCF_000316625.1|WP_015115733.1,73
GF_00532,GCF_000316625.1|WP_015115959.1,45
GF_00533,GCF_000316625.1|WP_044500522.1,159
GF_00534,GCF_000316625.1|WP_044500539.1,56
GF_00535,GCF_000316625.1|WP_044500833.1,88
GF_00536,GCF_000316625.1|WP_044501005.1,56
GF_00537,GCF_000316625.1|WP_172641473.1,40
GF_00538,GCF_000316645.1|WP_015136448.1,65
GF_00539,GCF_000316645.1|WP_015136692.1,84
GF_00540,GCF_000316645.1|WP_015136759.1,44
GF_00541,GCF_000316645.1|WP_015136807.1,84
GF_00542,GCF_000316645.1|WP_015137280.1,99
GF_00543,GCF_000316645.1|WP_015137285.1,50
GF_00544,GCF_000316645.1|WP_015137393.1,44
GF_00545,GCF_000316645.1|WP_015137675.1,86
GF_00546,GCF_000316645.1|WP_015137813.1,42
GF_00547,GCF_000316645.1|WP_015138169.1,41
GF_00548,GCF_000316645.1|WP_015138383.1,48
GF_00549,GCF_000316645.1|WP_015138465.1,47
GF_00550,GCF_000316645.1|WP_015139233.1,68
GF_00551,GCF_000316645.1|WP_015139709.1,86
GF_00552,GCF_000316645.1|WP_015139722.1,79
GF_00553,GCF_000316645.1|WP_015140384.1,59
GF_00554,GCF_000316645.1|WP_015140420.1,57
GF_00555,GCF_000316645.1|WP_015140517.1,81
GF_00556,GCF_000316645.1|WP_015140760.1,52
GF_00557,GCF_000316645.1|WP_015140786.1,80
GF_00558,GCF_000316645.1|WP_015141090.1,140
GF_00559,GCF_000316645.1|WP_015141270.1,44
GF_00560,GCF_000316645.1|WP_015141296.1,42
GF_00561,GCF_000316645.1|WP_015141536.1,46
GF_00562,GCF_000316645.1|WP_015141670.1,54
GF_00563,GCF_000316645.1|WP_015141674.1,54
GF_00564,GCF_000316645.1|WP_041555590.1,62
GF_00565,GCF_000316665.1|WP_015116515.1,84
GF_00566,GCF_000316665.1|WP_015116588.1,84
GF_00567,GCF_000316665.1|WP_015117101.1,86
GF_00568,GCF_000316665.1|WP_015117389.1,56
GF_00569,GCF_000316665.1|WP_015117691.1,76
GF_00570,GCF_000316665.1|WP_015117747.1,40
GF_00571,GCF_000316665.1|WP_015117909.1,104
GF_00572,GCF_000316665.1|WP_015118350.1,60
GF_00573,GCF_000316665.1|WP_015118842.1,83
GF_00574,GCF_000316665.1|WP_015119940.1,84
GF_00575,GCF_000316665.1|WP_015121190.1,45
GF_00576,GCF_000316665.1|WP_015121312.1,51
GF_00577,GCF_000316665.1|WP_015121684.1,61
GF_00578,GCF_000316665.1|WP_015121959.1,48
GF_00579,GCF_000316665.1|WP_015121998.1,57
GF_00580,GCF_000316665.1|WP_015122041.1,105
GF_00581,GCF_000316665.1|WP_015122351.1,62
GF_00582,GCF_000316665.1|WP_015122587.1,68
GF_00583,GCF_000316665.1|WP_015122679.1,47
GF_00584,GCF_000316665.1|WP_015122750.1,107
GF_00585,GCF_000316665.1|WP_044290713.1,79
GF_00586,GCF_000316685.1|WP_015123336.1,58
GF_00587,GCF_000316685.1|WP_015126040.1,92
GF_00588,GCF_000316685.1|WP_015126175.1,132
GF_00589,GCF_000317025.1|WP_015142298.1,64
GF_00590,GCF_000317025.1|WP_015142627.1,83
GF_00591,GCF_000317025.1|WP_015142746.1,50
GF_00592,GCF_000317025.1|WP_015142879.1,44
GF_00593,GCF_000317025.1|WP_015143253.1,258
GF_00594,GCF_000317025.1|WP_015144213.1,56
GF_00595,GCF_000317025.1|WP_015144219.1,45
GF_00596,GCF_000317025.1|WP_015144267.1,81
GF_00597,GCF_000317025.1|WP_015144347.1,55
GF_00598,GCF_000317025.1|WP_015144714.1,65
GF_00599,GCF_000317025.1|WP_015145007.1,54
GF_00600,GCF_000317025.1|WP_015145008.1,177
GF_00601,GCF_000317025.1|WP_015145186.1,44
GF_00602,GCF_000317025.1|WP_015145385.1,51
GF_00603,GCF_000317025.1|WP_015145597.1,68
GF_00604,GCF_000317025.1|WP_015145752.1,116
GF_00605,GCF_000317025.1|WP_015145935.1,75
GF_00606,GCF_000317025.1|WP_015146031.1,75
GF_00607,GCF_000317025.1|WP_256377725.1,134
GF_00608,GCF_000317025.1|WP_371265303.1,287
GF_00609,GCF_000317045.1|WP_015170153.1,370
GF_00610,GCF_000317045.1|WP_015170712.1,61
GF_00611,GCF_000317045.1|WP_015170859.1,42
GF_00612,GCF_000317045.1|WP_015171135.1,163
GF_00613,GCF_000317045.1|WP_015171322.1,137
GF_00614,GCF_000317045.1|WP_015171679.1,219
GF_00615,GCF_000317045.1|WP_015171743.1,124
GF_00616,GCF_000317045.1|WP_015171913.1,43
GF_00617,GCF_000317045.1|WP_015172317.1,59
GF_00618,GCF_000317045.1|WP_015172798.1,56
GF_00619,GCF_000317045.1|WP_015172983.1,236
GF_00620,GCF_000317045.1|WP_015173233.1,332
GF_00621,GCF_000317045.1|WP_015173832.1,55
GF_00622,GCF_000317065.1|WP_015163544.1,267
GF_00623,GCF_000317065.1|WP_413773414.1,127
GF_00624,GCF_000317085.1|WP_015167457.1,278
GF_00625,GCF_000317085.1|WP_015167578.1,286
GF_00626,GCF_000317085.1|WP_015169096.1,58
GF_00627,GCF_000317105.1|WP_015146993.1,72
GF_00628,GCF_000317105.1|WP_015147187.1,108
GF_00629,GCF_000317105.1|WP_015150212.1,145
GF_00630,GCF_000317105.1|WP_015150336.1,305
GF_00631,GCF_000317105.1|WP_015150398.1,301
GF_00632,GCF_000317105.1|WP_015151713.1,60
GF_00633,GCF_000317105.1|WP_015151942.1,58
GF_00634,GCF_000317105.1|WP_044196540.1,217
GF_00635,GCF_000317105.1|WP_263011614.1,191
GF_00636,GCF_000317125.1|WP_015152176.1,54
GF_00637,GCF_000317125.1|WP_015152991.1,79
GF_00638,GCF_000317125.1|WP_015153530.1,273
GF_00639,GCF_000317125.1|WP_015154679.1,60
GF_00640,GCF_000317125.1|WP_015155353.1,55
GF_00641,GCF_000317125.1|WP_015155414.1,50
GF_00642,GCF_000317125.1|WP_015155518.1,60
GF_00643,GCF_000317435.1|WP_015195883.1,227
GF_00644,GCF_000317435.1|WP_015196553.1,41
GF_00645,GCF_000317435.1|WP_015196717.1,68
GF_00646,GCF_000317435.1|WP_015196928.1,41
GF_00647,GCF_000317435.1|WP_015198721.1,83
GF_00648,GCF_000317435.1|WP_015199068.1,84
GF_00649,GCF_000317435.1|WP_015199161.1,88
GF_00650,GCF_000317435.1|WP_015199776.1,87
GF_00651,GCF_000317435.1|WP_015199850.1,70
GF_00652,GCF_000317435.1|WP_015200687.1,77
GF_00653,GCF_000317435.1|WP_015200924.1,60
GF_00654,GCF_000317435.1|WP_041739050.1,84
GF_00655,GCF_000317435.1|WP_203225930.1,47
GF_00656,GCF_000317475.1|WP_015174497.1,56
GF_00657,GCF_000317475.1|WP_015178448.1,98
GF_00658,GCF_000317475.1|WP_015178707.1,248
GF_00659,GCF_000317495.1|WP_015201288.1,95
GF_00660,GCF_000317495.1|WP_015201869.1,88
GF_00661,GCF_000317495.1|WP_015201907.1,175
GF_00662,GCF_000317495.1|WP_015202808.1,61
GF_00663,GCF_000317495.1|WP_015203289.1,110
GF_00664,GCF_000317495.1|WP_015203523.1,48
GF_00665,GCF_000317495.1|WP_015203653.1,295
GF_00666,GCF_000317495.1|WP_015203971.1,121
GF_00667,GCF_000317495.1|WP_015204232.1,88
GF_00668,GCF_000317495.1|WP_015205048.1,189
GF_00669,GCF_000317495.1|WP_015205310.1,47
GF_00670,GCF_000317495.1|WP_015205540.1,98
GF_00671,GCF_000317495.1|WP_041226596.1,109
GF_00672,GCF_000317515.1|WP_015180326.1,260
GF_00673,GCF_000317515.1|WP_015180447.1,153
GF_00674,GCF_000317515.1|WP_015181328.1,90
GF_00675,GCF_000317515.1|WP_015181442.1,105
GF_00676,GCF_000317515.1|WP_015181476.1,142
GF_00677,GCF_000317515.1|WP_015181581.1,165
GF_00678,GCF_000317515.1|WP_015181892.1,41
GF_00679,GCF_000317515.1|WP_015181924.1,99
GF_00680,GCF_000317515.1|WP_015182237.1,46
GF_00681,GCF_000317515.1|WP_015183407.1,56
GF_00682,GCF_000317515.1|WP_015183545.1,81
GF_00683,GCF_000317515.1|WP_015183850.1,73
GF_00684,GCF_000317515.1|WP_015184011.1,90
GF_00685,GCF_000317515.1|WP_015184078.1,92
GF_00686,GCF_000317515.1|WP_015184182.1,96
GF_00687,GCF_000317515.1|WP_015184288.1,285
GF_00688,GCF_000317515.1|WP_015184339.1,108
GF_00689,GCF_000317515.1|WP_041780712.1,108
GF_00690,GCF_000317515.1|WP_041780987.1,196
GF_00691,GCF_000317555.1|WP_015186523.1,41
GF_00692,GCF_000317555.1|WP_015186899.1,40
GF_00693,GCF_000317555.1|WP_015187048.1,105
GF_00694,GCF_000317555.1|WP_015187430.1,292
GF_00695,GCF_000317555.1|WP_015187686.1,84
GF_00696,GCF_000317555.1|WP_015188237.1,85
GF_00697,GCF_000317555.1|WP_015188752.1,81
GF_00698,GCF_000317555.1|WP_015189605.1,80
GF_00699,GCF_000317555.1|WP_015190223.1,78
GF_00700,GCF_000317555.1|WP_015190353.1,64
GF_00701,GCF_000317555.1|WP_015190495.1,41
GF_00702,GCF_000317555.1|WP_041919208.1,53
GF_00703,GCF_000317555.1|WP_255348394.1,91
GF_00704,GCF_000317555.1|WP_369792531.1,102
GF_00705,GCF_000317575.1|WP_015194632.1,43
GF_00706,GCF_000317575.1|WP_015195432.1,61
GF_00707,GCF_000317615.1|WP_015230216.1,95
GF_00708,GCF_000317635.1|WP_015226619.1,160
GF_00709,GCF_000317695.1|WP_015212737.1,86
GF_00710,GCF_000317695.1|WP_015213333.1,83
GF_00711,GCF_000317695.1|WP_015213454.1,48
GF_00712,GCF_000317695.1|WP_015213645.1,58
GF_00713,GCF_000317695.1|WP_015213758.1,67
GF_00714,GCF_000317695.1|WP_015214004.1,70
GF_00715,GCF_000317695.1|WP_015214702.1,54
GF_00716,GCF_000317695.1|WP_015214708.1,82
GF_00717,GCF_000317695.1|WP_015214979.1,40
GF_00718,GCF_000317695.1|WP_015215075.1,71
GF_00719,GCF_000317695.1|WP_015215117.1,77
GF_00720,GCF_000317695.1|WP_015215208.1,50
GF_00721,GCF_000317695.1|WP_015215395.1,101
GF_00722,GCF_000317695.1|WP_015215819.1,41
GF_00723,GCF_000317695.1|WP_015216287.1,83
GF_00724,GCF_000317695.1|WP_015217032.1,56
GF_00725,GCF_000317695.1|WP_015217415.1,71
GF_00726,GCF_000340785.1|WP_010871443.1,42
GF_00727,GCF_000340785.1|WP_010871860.1,47
GF_00728,GCF_000340785.1|WP_010873244.1,44
GF_00729,GCF_000340785.1|WP_010874108.1,117
GF_00730,GCF_000478825.2|WP_010872076.1,45
GF_00731,GCF_000478825.2|WP_028947695.1,90
GF_00732,GCF_000484535.1|WP_023175609.1,443
GF_00733,GCF_000734895.2|WP_035149665.1,80
GF_00734,GCF_000734895.2|WP_035149918.1,59
GF_00735,GCF_000734895.2|WP_035150499.1,92
GF_00736,GCF_000734895.2|WP_035151134.1,72
GF_00737,GCF_000734895.2|WP_035151139.1,67
GF_00738,GCF_000734895.2|WP_035151431.1,73
GF_00739,GCF_000734895.2|WP_035152189.1,88
GF_00740,GCF_000734895.2|WP_035153188.1,75
GF_00741,GCF_000734895.2|WP_035153408.1,99
GF_00742,GCF_000734895.2|WP_035153736.1,41
GF_00743,GCF_000734895.2|WP_035154389.1,50
GF_00744,GCF_000734895.2|WP_035154767.1,47
GF_00745,GCF_000734895.2|WP_035154970.1,94
GF_00746,GCF_000734895.2|WP_035155118.1,219
GF_00747,GCF_000734895.2|WP_035155318.1,53
GF_00748,GCF_000734895.2|WP_035156290.1,88
GF_00749,GCF_000734895.2|WP_035157035.1,61
GF_00750,GCF_000734895.2|WP_035157410.1,64
GF_00751,GCF_000734895.2|WP_035158475.1,52
GF_00752,GCF_000734895.2|WP_035159572.1,84
GF_00753,GCF_000734895.2|WP_035159660.1,58
GF_00754,GCF_000734895.2|WP_168163402.1,72
GF_00755,GCF_000734895.2|WP_168163491.1,62
GF_00756,GCF_000737535.1|WP_038542267.1,53
GF_00757,GCF_000737535.1|WP_038542544.1,75
GF_00758,GCF_000737535.1|WP_038542842.1,67
GF_00759,GCF_000737535.1|WP_038542877.1,49
GF_00760,GCF_000737535.1|WP_038543129.1,147
GF_00761,GCF_000737535.1|WP_038543185.1,47
GF_00762,GCF_000737535.1|WP_038543265.1,145
GF_00763,GCF_000737535.1|WP_038543712.1,59
GF_00764,GCF_000737535.1|WP_038544418.1,40
GF_00765,GCF_000737535.1|WP_038544580.1,51
GF_00766,GCF_000737535.1|WP_038544689.1,60
GF_00767,GCF_000737535.1|WP_038546749.1,46
GF_00768,GCF_000737535.1|WP_038547754.1,52
GF_00769,GCF_000737535.1|WP_038547845.1,45
GF_00770,GCF_000737535.1|WP_156097881.1,53
GF_00771,GCF_000737535.1|WP_204207733.1,67
GF_00772,GCF_000737575.1|WP_043690439.1,69
GF_00773,GCF_000737575.1|WP_043691062.1,52
GF_00774,GCF_000737575.1|WP_043691771.1,68
GF_00775,GCF_000737575.1|WP_043692089.1,86
GF_00776,GCF_000737575.1|WP_043694283.1,69
GF_00777,GCF_000737575.1|WP_043694344.1,60
GF_00778,GCF_000737575.1|WP_043695688.1,52
GF_00779,GCF_000737575.1|WP_043697074.1,92
GF_00780,GCF_000737575.1|WP_173402124.1,84
GF_00781,GCF_000737595.1|WP_038551436.1,70
GF_00782,GCF_000737595.1|WP_038552005.1,50
GF_00783,GCF_000737595.1|WP_038552335.1,55
GF_00784,GCF_000737595.1|WP_038553262.1,55
GF_00785,GCF_000737595.1|WP_038553918.1,48
GF_00786,GCF_000737595.1|WP_253912442.1,86
GF_00787,GCF_000757845.1|WP_002807701.1,143
GF_00788,GCF_000817325.1|WP_011243379.1,374
GF_00789,GCF_000817325.1|WP_011243650.1,48
GF_00790,GCF_000829235.1|WP_044107121.1,51
GF_00791,GCF_000829235.1|WP_044107165.1,64
GF_00792,GCF_000981785.2|WP_002753908.1,214
GF_00793,GCF_000981785.2|WP_008196202.1,53
GF_00794,GCF_000981785.2|WP_046661041.1,87
GF_00795,GCF_001182765.1|WP_042503794.1,49
GF_00796,GCF_001182765.1|WP_049692089.1,53
GF_00797,GCF_001182765.1|WP_049692195.1,41
GF_00798,GCF_001182765.1|WP_049692668.1,48
GF_00799,GCF_001264245.1|WP_052276604.1,216
GF_00800,GCF_001277295.1|WP_039202298.1,54
GF_00801,GCF_001277295.1|WP_053538531.1,98
GF_00802,GCF_001277295.1|WP_053539405.1,42
GF_00803,GCF_001277295.1|WP_053540016.1,44
GF_00804,GCF_001521855.1|WP_012306070.1,165
GF_00805,GCF_001548095.1|WP_066344203.1,75
GF_00806,GCF_001548095.1|WP_066348862.1,49
GF_00807,GCF_001548115.1|WP_066116388.1,41
GF_00808,GCF_001548115.1|WP_066118298.1,188
GF_00809,GCF_001548115.1|WP_066118594.1,49
GF_00810,GCF_001548115.1|WP_066121104.1,72
GF_00811,GCF_001548375.1|WP_067763895.1,44
GF_00812,GCF_001548375.1|WP_067767342.1,47
GF_00813,GCF_001548375.1|WP_067768537.1,40
GF_00814,GCF_001548375.1|WP_067769358.1,54
GF_00815,GCF_001548375.1|WP_067769799.1,45
GF_00816,GCF_001548375.1|WP_067771461.1,43
GF_00817,GCF_001548375.1|WP_067772486.1,66
GF_00818,GCF_001548375.1|WP_067773442.1,60
GF_00819,GCF_001548375.1|WP_067774397.1,49
GF_00820,GCF_001548375.1|WP_067774424.1,77
GF_00821,GCF_001548375.1|WP_067774615.1,66
GF_00822,GCF_001548375.1|WP_067774982.1,63
GF_00823,GCF_001548395.1|WP_068508626.1,169
GF_00824,GCF_001548395.1|WP_068509462.1,53
GF_00825,GCF_001548395.1|WP_068510705.1,120
GF_00826,GCF_001548435.1|WP_068380719.1,59
GF_00827,GCF_001548435.1|WP_068383519.1,48
GF_00828,GCF_001548435.1|WP_068383626.1,189
GF_00829,GCF_001548435.1|WP_068386103.1,48
GF_00830,GCF_001548435.1|WP_068389869.1,40
GF_00831,GCF_001548455.1|WP_009453779.1,81
GF_00832,GCF_001548455.1|WP_009455270.1,95
GF_00833,GCF_001548455.1|WP_009458069.1,67
GF_00834,GCF_001548455.1|WP_026086338.1,90
GF_00835,GCF_001548455.1|WP_062242581.1,78
GF_00836,GCF_001548455.1|WP_062243835.1,73
GF_00837,GCF_001548455.1|WP_062244302.1,43
GF_00838,GCF_001548455.1|WP_062244432.1,67
GF_00839,GCF_001548455.1|WP_062244664.1,70
GF_00840,GCF_001548455.1|WP_062245224.1,73
GF_00841,GCF_001548455.1|WP_062246040.1,61
GF_00842,GCF_001548455.1|WP_062246293.1,53
GF_00843,GCF_001548455.1|WP_062246480.1,66
GF_00844,GCF_001548455.1|WP_062246688.1,62
GF_00845,GCF_001548455.1|WP_062246919.1,41
GF_00846,GCF_001548455.1|WP_062247537.1,72
GF_00847,GCF_001548455.1|WP_062248192.1,49
GF_00848,GCF_001548455.1|WP_062249170.1,48
GF_00849,GCF_001548455.1|WP_062249498.1,55
GF_00850,GCF_001548455.1|WP_062249519.1,89
GF_00851,GCF_001548455.1|WP_071846770.1,90
GF_00852,GCF_001548455.1|WP_331710238.1,54
GF_00853,GCF_001693255.1|WP_065713461.1,96
GF_00854,GCF_001693275.1|WP_065710597.1,48
GF_00855,GCF_001693295.1|WP_065716577.1,196
GF_00856,GCF_001693295.1|WP_065716943.1,221
GF_00857,GCF_001704955.2|WP_002732356.1,93
GF_00858,GCF_001704955.2|WP_046663772.1,50
GF_00859,GCF_001746915.2|WP_069965851.1,40
GF_00860,GCF_001746915.2|WP_069966430.1,46
GF_00861,GCF_001746915.2|WP_069966751.1,131
GF_00862,GCF_001746915.2|WP_069967378.1,53
GF_00863,GCF_001746915.2|WP_069967571.1,289
GF_00864,GCF_001746915.2|WP_069969750.1,126
GF_00865,GCF_001746915.2|WP_069969801.1,145
GF_00866,GCF_001746915.2|WP_069970039.1,73
GF_00867,GCF_001747005.2|WP_069789287.1,204
GF_00868,GCF_001747005.2|WP_069789695.1,92
GF_00869,GCF_001747005.2|WP_069790038.1,206
GF_00870,GCF_001747005.2|WP_069790846.1,52
GF_00871,GCF_001767235.1|WP_008180076.1,88
GF_00872,GCF_001767235.1|WP_070390898.1,99
GF_00873,GCF_001767235.1|WP_070391749.1,288
GF_00874,GCF_001767235.1|WP_070392828.1,126
GF_00875,GCF_001767235.1|WP_070396207.1,67
GF_00876,GCF_001767235.1|WP_083305426.1,47
GF_00877,GCF_001854205.2|WP_044491860.1,104
GF_00878,GCF_001854205.2|WP_071103065.1,63
GF_00879,GCF_001854205.2|WP_071103068.1,89
GF_00880,GCF_001854205.2|WP_071107845.1,167
GF_00881,GCF_001854205.2|WP_271969930.1,44
GF_00882,GCF_001885215.1|WP_071799947.1,91
GF_00883,GCF_001885215.1|WP_071800073.1,114
GF_00884,GCF_001885215.1|WP_071800145.1,147
GF_00885,GCF_001885215.1|WP_071800273.1,43
GF_00886,GCF_001885215.1|WP_071800494.1,41
GF_00887,GCF_001885215.1|WP_071801245.1,61
GF_00888,GCF_001885215.1|WP_071801294.1,147
GF_00889,GCF_001885215.1|WP_071801432.1,47
GF_00890,GCF_001885215.1|WP_071801437.1,46
GF_00891,GCF_001885215.1|WP_083544554.1,155
GF_00892,GCF_002075285.2|WP_080804811.1,41
GF_00893,GCF_002075285.2|WP_080806024.1,98
GF_00894,GCF_002075285.2|WP_080808897.1,64
GF_00895,GCF_002075285.3|WP_080810456.1,124
GF_00896,GCF_002075285.3|WP_088429435.1,168
GF_00897,GCF_002095975.1|WP_002738695.1,42
GF_00898,GCF_002095975.1|WP_002742939.1,44
GF_00899,GCF_002142475.1|WP_017285733.1,41
GF_00900,GCF_002142495.1|WP_017290677.1,66
GF_00901,GCF_002163975.1|WP_087537696.1,88
GF_00902,GCF_002163975.1|WP_087537936.1,275
GF_00903,GCF_002163975.1|WP_087538116.1,45
GF_00904,GCF_002163975.1|WP_087538459.1,70
GF_00905,GCF_002163975.1|WP_087538670.1,78
GF_00906,GCF_002163975.1|WP_087538828.1,88
GF_00907,GCF_002163975.1|WP_087538881.1,86
GF_00908,GCF_002163975.1|WP_087538942.1,48
GF_00909,GCF_002163975.1|WP_087539025.1,80
GF_00910,GCF_002163975.1|WP_087539631.1,71
GF_00911,GCF_002163975.1|WP_087539951.1,52
GF_00912,GCF_002163975.1|WP_087540221.1,76
GF_00913,GCF_002163975.1|WP_087540853.1,40
GF_00914,GCF_002163975.1|WP_087541200.1,84
GF_00915,GCF_002163975.1|WP_087541323.1,174
GF_00916,GCF_002163975.1|WP_087541574.1,204
GF_00917,GCF_002163975.1|WP_087541655.1,95
GF_00918,GCF_002163975.1|WP_087542056.1,77
GF_00919,GCF_002163975.1|WP_087542113.1,60
GF_00920,GCF_002163975.1|WP_087542166.1,72
GF_00921,GCF_002163975.1|WP_087542534.1,86
GF_00922,GCF_002163975.1|WP_087542565.1,46
GF_00923,GCF_002163975.1|WP_087542576.1,95
GF_00924,GCF_002163975.1|WP_087542619.1,50
GF_00925,GCF_002163975.1|WP_087542698.1,70
GF_00926,GCF_002163975.1|WP_087543258.1,71
GF_00927,GCF_002163975.1|WP_087543362.1,83
GF_00928,GCF_002163975.1|WP_087543635.1,89
GF_00929,GCF_002163975.1|WP_087543824.1,86
GF_00930,GCF_002163975.1|WP_087543923.1,115
GF_00931,GCF_002163975.1|WP_087544255.1,78
GF_00932,GCF_002163975.1|WP_087544636.1,76
GF_00933,GCF_002163975.1|WP_087544663.1,57
GF_00934,GCF_002163975.1|WP_087545099.1,73
GF_00935,GCF_002163975.1|WP_087545364.1,86
GF_00936,GCF_002163975.1|WP_087545433.1,48
GF_00937,GCF_002163975.1|WP_087545777.1,65
GF_00938,GCF_002163975.1|WP_087546342.1,66
GF_00939,GCF_002163975.1|WP_087546416.1,40
GF_00940,GCF_002355455.1|WP_015193669.1,40
GF_00941,GCF_002355455.1|WP_096379489.1,49
GF_00942,GCF_002355455.1|WP_096381063.1,77
GF_00943,GCF_002355455.1|WP_096382415.1,86
GF_00944,GCF_002355455.1|WP_096383989.1,47
GF_00945,GCF_002355455.1|WP_096384542.1,70
GF_00946,GCF_002355455.1|WP_096386092.1,134
GF_00947,GCF_002355455.1|WP_096387093.1,93
GF_00948,GCF_002355455.1|WP_096387333.1,78
GF_00949,GCF_002356215.1|WP_071990938.1,43
GF_00950,GCF_002356215.1|WP_096415754.1,52
GF_00951,GCF_002356215.1|WP_096418370.1,43
GF_00952,GCF_002368175.1|WP_096586807.1,71
GF_00953,GCF_002368175.1|WP_096587528.1,85
GF_00954,GCF_002368175.1|WP_096588217.1,54
GF_00955,GCF_002368175.1|WP_096588232.1,43
GF_00956,GCF_002368175.1|WP_096588424.1,51
GF_00957,GCF_002368175.1|WP_096590200.1,53
GF_00958,GCF_002368175.1|WP_096590388.1,71
GF_00959,GCF_002368175.1|WP_096590482.1,46
GF_00960,GCF_002368175.1|WP_096590506.1,55
GF_00961,GCF_002368175.1|WP_096591165.1,49
GF_00962,GCF_002368175.1|WP_096591517.1,54
GF_00963,GCF_002368175.1|WP_096591684.1,61
GF_00964,GCF_002368175.1|WP_096591940.1,62
GF_00965,GCF_002368175.1|WP_096592098.1,62
GF_00966,GCF_002368175.1|WP_096592847.1,43
GF_00967,GCF_002368175.1|WP_096593589.1,49
GF_00968,GCF_002368175.1|WP_096593792.1,74
GF_00969,GCF_002368175.1|WP_096594067.1,118
GF_00970,GCF_002368175.1|WP_096594130.1,63
GF_00971,GCF_002368175.1|WP_096594480.1,56
GF_00972,GCF_002368175.1|WP_096594568.1,45
GF_00973,GCF_002368175.1|WP_096594640.1,49
GF_00974,GCF_002368175.1|WP_096594821.1,104
GF_00975,GCF_002368175.1|WP_096594857.1,79
GF_00976,GCF_002368175.1|WP_096595033.1,64
GF_00977,GCF_002368175.1|WP_096595082.1,79
GF_00978,GCF_002368255.1|WP_017287124.1,51
GF_00979,GCF_002368255.1|WP_017288122.1,177
GF_00980,GCF_002368255.1|WP_017290699.1,115
GF_00981,GCF_002368255.1|WP_017291344.1,286
GF_00982,GCF_002368355.1|WP_096717845.1,276
GF_00983,GCF_002368355.1|WP_096717901.1,106
GF_00984,GCF_002368355.1|WP_096718524.1,284
GF_00985,GCF_002368355.1|WP_096721457.1,277
GF_00986,GCF_002368355.1|WP_096722167.1,105
GF_00987,GCF_002368355.1|WP_096723144.1,63
GF_00988,GCF_002368395.1|WP_096620136.1,66
GF_00989,GCF_002368395.1|WP_096620182.1,86
GF_00990,GCF_002368395.1|WP_096620598.1,83
GF_00991,GCF_002368395.1|WP_096620619.1,84
GF_00992,GCF_002368395.1|WP_096620853.1,252
GF_00993,GCF_002368395.1|WP_096621517.1,80
GF_00994,GCF_002368395.1|WP_096621937.1,84
GF_00995,GCF_002368395.1|WP_096622187.1,86
GF_00996,GCF_002368395.1|WP_096622373.1,170
GF_00997,GCF_002368395.1|WP_096623240.1,75
GF_00998,GCF_002368395.1|WP_096623786.1,59
GF_00999,GCF_002368395.1|WP_096624919.1,80
GF_01000,GCF_002368395.1|WP_096625199.1,201
GF_01001,GCF_002368395.1|WP_096625697.1,101
GF_01002,GCF_002368395.1|WP_096625771.1,82
GF_01003,GCF_002368395.1|WP_172892810.1,57
GF_01004,GCF_002368395.1|WP_231943439.1,72
GF_01005,GCF_002368395.1|WP_442861082.1,69
GF_01006,GCF_002368455.1|WP_015197276.1,299
GF_01007,GCF_002368455.1|WP_096684936.1,45
GF_01008,GCF_002368455.1|WP_096685484.1,84
GF_01009,GCF_002368455.1|WP_096686211.1,81
GF_01010,GCF_002368455.1|WP_096686780.1,48
GF_01011,GCF_002368455.1|WP_096686884.1,116
GF_01012,GCF_002368455.1|WP_096687364.1,266
GF_01013,GCF_002368455.1|WP_096687506.1,84
GF_01014,GCF_002368455.1|WP_096688775.1,87
GF_01015,GCF_002368455.1|WP_096688900.1,58
GF_01016,GCF_002368455.1|WP_096688959.1,50
GF_01017,GCF_002368455.1|WP_096689016.1,84
GF_01018,GCF_002368455.1|WP_096689220.1,40
GF_01019,GCF_002368455.1|WP_096689483.1,50
GF_01020,GCF_002368455.1|WP_096689905.1,284
GF_01021,GCF_002368455.1|WP_096690402.1,88
GF_01022,GCF_002368455.1|WP_096690435.1,98
GF_01023,GCF_002368455.1|WP_096690651.1,71
GF_01024,GCF_002368455.1|WP_096691253.1,56
GF_01025,GCF_002368455.1|WP_096691411.1,56
GF_01026,GCF_002368455.1|WP_096691855.1,45
GF_01027,GCF_002368455.1|WP_096692096.1,73
GF_01028,GCF_002368455.1|WP_096692284.1,109
GF_01029,GCF_002368455.1|WP_096692400.1,92
GF_01030,GCF_002368455.1|WP_096692478.1,67
GF_01031,GCF_002368455.1|WP_096692785.1,75
GF_01032,GCF_002754935.1|WP_099799948.1,193
GF_01033,GCF_002813575.1|WP_012411126.1,124
GF_01034,GCF_002813575.1|WP_100896977.1,71
GF_01035,GCF_002813575.1|WP_100897815.1,55
GF_01036,GCF_002813575.1|WP_100897927.1,77
GF_01037,GCF_002813575.1|WP_100898329.1,57
GF_01038,GCF_002813575.1|WP_100898429.1,67
GF_01039,GCF_002813575.1|WP_100899176.1,87
GF_01040,GCF_002813575.1|WP_100899184.1,46
GF_01041,GCF_002813575.1|WP_100900832.1,52
